"id_no","Qmi_2.5%","Qma_100.0%","Qzf_97.5%","Qcv_2.5%","Qcv_97.5%","Tma_97.5%","Tmi_2.5%","Tcv_2.5%","Tcv_97.5%","binomial","area","lotic","lentic","lentic_only","length","importance","marine","FoodTroph","foodtrophcat","climate_zone","code","no_cells"
"10101",1.05484999977052,36493.0546875,4.40000000000001,0.268850003182888,1.12869997322559,302.998352050781,291.465592956543,0.00300000002607703,0.00554999997839332,"Trachinotus falcatus",1633.14183568944,1,0,0,122,"commercial",1,3.5,"Carni.",1,"LC",19
"10102",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trachinotus goodei",329.901877747454,0,0,0,50,"minor commercial",1,NA,NA,2,"LC",0
"10103",0,6371.3427734375,30.55,0.318775004148483,1.83132504820824,303.202642059326,287.250159454346,0.00300000002607703,0.0140000004321337,"Trachinotus goreensis",6246.60437977979,0,0,0,60,"minor commercial",1,NA,NA,1,"LC",70
"10104",0.0219999998807907,3.82399988174438,9,1.12999999523163,1.12999999523163,298.643005371094,288.567993164062,0.00899999961256981,0.00899999961256981,"Trachurus trachurus",74.8674870249691,0,0,0,70,"highly commercial",1,4.18,"Carni.",3,"VU",1
"10105",0.170799995213747,227.733001708984,19.9,0.375200000405312,1.09039998054504,302.236297607422,286.890005493164,0.00300000002607703,0.00899999961256981,"Trichiurus lepturus",2735.92952366797,0,0,0,234,"highly commercial",1,4.36,"Carni.",1,"LC",29
"10106",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zalieutes elater",302.984366570295,0,0,0,15,NA,1,3.97,"Carni.",2,"LC",0
"10107",0.0575000010430813,647.010009765625,7,0.344999998807907,1.00350001454353,301.125991821289,293.671508789062,0.0020000000949949,0.00400000018998981,"Awaous lateristriga",1806.97950390392,1,1,0,13.9799995422363,NA,0,NA,NA,1,"LC",21
"10108",0.00497500019846484,252.341003417969,24.85,0.730699981749058,1.24772500991821,299.319274902344,285.116147613525,0.00832500013057142,0.0109999999403954,"Bathygobius laddi",1039.12676006229,0,0,0,5,NA,1,NA,NA,3,"LC",14
"10109",0,2607.14404296875,44,0.473149999976158,3.3289999961853,304.670989990234,295.662347412109,0.00400000018998981,0.00700000021606684,"Batrachoides liberiensis",5078.32084620862,1,0,0,46,"minor commercial",1,3.67,"Carni.",1,"LC",48
"10110",0,6371.3427734375,23.575,0.338000003248453,1.6487250328064,302.489990234375,289.371349334717,0.00300000002607703,0.0064500001259148,"Brachydeuterus auritus",6155.23946388002,0,0,0,30,"highly commercial",1,3.03,"Carni.",1,"NT",72
"10111",0.0421249996870756,11608.4775390625,32,0.182249996811152,2.05937495827675,301.932991027832,293.003871917725,0.0020000000949949,0.00499999988824129,"Bryconaethiops yseuxi",26202.737826116,NA,NA,0,NA,NA,NA,NA,NA,1,NA,286
"10112",0,30.7679996490479,40.1,0.653799995779991,3.11839996576309,302.710289001465,283.280586242676,0.00600000005215406,0.0109999999403954,"Caranx heberi",3118.34397025337,1,0,0,88,"minor commercial",1,4,"Carni.",1,"LC",39
"10113",0,9.33300018310547,47,1.07120000123978,2.1617999792099,306.320190429688,283.853091430664,0.00899999961256981,0.0160000007599592,"Carassius carassius",2739.39719099348,1,1,0,64,"highly commercial",0,3.11,"Carni.",2,"LC",13
"10115",0,25.1700000762939,33.55,0.653175002336502,1.75845000743866,306.397078704834,280.530249786377,0.0232250000815839,0.0240000002086163,"Centriscus scutatus",806.981412976535,0,0,0,17,"commercial",1,NA,NA,2,"LC",10
"10117",0.00415000019129366,8.04199981689453,9.95,1.17270002961159,1.24965000152588,299.471343994141,286.429942321777,0.00904999962076545,0.0109499999321997,"Chaetodon auriga",4262.10564293282,1,0,0,25,"minor commercial",1,3.51,"Carni.",2,"LC",3
"10118",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetodon melannotus",3133.87265370966,1,0,0,25,"commercial",1,3.47,"Carni.",2,"LC",0
"10119",0.488100007176399,10.9809999465942,0,0.396699993312359,0.976199978590012,296.462109375,291.872711181641,0.00400000018998981,0.00400000018998981,"Chlorurus bleekeri",255.723275230169,1,0,0,49,"minor commercial",1,2,"Herbi.",1,"LC",3
"10120",0,7559.7177734375,33,0.317999988794327,2.41397500634193,302.906101989746,287.354927825928,0.00300000002607703,0.00999999977648258,"Clarias laeviceps",16515.7670695964,1,1,0,NA,NA,NA,NA,NA,1,"VU",172
"10121",0,702.642028808594,45.25,1.00024998188019,3.44237503409386,302.72025680542,288.541118621826,0.00400000018998981,0.00999999977648258,"Conger cinereus",1847.31161376729,0,0,0,140,"commercial",1,4.34,"Carni.",1,"LC",16
"10122",0,2578.24194335938,42,0.437100011110306,3.14090003967285,304.670989990234,291.758193969727,0.00300000002607703,0.00929999966174364,"Cynoglossus senegalensis",5926.75766163642,1,0,0,66.5,"commercial",1,3.62,"Carni.",1,"NT",69
"10123",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemitrygon akajei",367.95623878562,1,0,0,200,"commercial",1,3.84,"Carni.",2,"NT",0
"10124",0.0764499999582767,154.871002197266,3.4,1.40454996228218,1.76274996399879,302.203761291504,294.608209228516,0.00400000018998981,0.00585000002756715,"Dendrochirus brachypterus",1270.59262971051,0,0,0,17,"subsistence fisheries",1,3.5,"Carni.",2,"LC",7
"10125",0,183.660003662109,39.075,0.41224998831749,2.60777500271797,302.298616027832,280.062797546387,0.00400000018998981,0.0179999992251396,"Diplodus capensis",9781.00834861649,1,1,0,45,"minor commercial",1,2.7,"Omni.",2,"LC",78
"10126",0,247.15299987793,28.625,1.00637502223253,1.68612499535084,302.072254180908,282.057613372803,0.00300000002607703,0.0198749995324761,"Elops senegalensis",1363.85163868896,1,0,0,90,"commercial",1,3.64,"Carni.",1,"DD",16
"10127",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Enchelycore nigricans",86.0271647393956,0,1,1,NA,NA,NA,NA,NA,NA,"LC",0
"10128",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Engraulis japonicus",367.95623878562,1,0,0,18,"highly commercial",1,2.74,"Omni.",2,"LC",0
"10129",0,61.7540016174316,31.675,0.376550003141165,1.72435002624989,302.310831451416,294.759219360352,0.00300000002607703,0.00700000021606684,"Ephippion guttifer",3427.34097514365,1,0,0,80,"commercial",1,3.55,"Carni.",1,"LC",38
"10130",0.620999991893768,66.5589981079102,6,1.24600005149841,1.24600005149841,309.608681488037,289.723691558838,0.00752500013913959,0.0142999997129664,"Epinephelus coioides",606.864655889656,1,0,0,120,"commercial",1,4.05,"Carni.",3,"LC",8
"10131",0,10.6999998092651,41,0.629899993538857,2.89079992771149,309.003103637695,292.170504760742,0.00700000021606684,0.0120000001043081,"Epinephelus fasciatus",18165.3676525865,0,0,0,52,"commercial",1,3.85,"Carni.",2,"LC",29
"10132",0,6371.3427734375,40,0.363874998688698,2.75292510390282,304.670989990234,286.775675201416,0.00300000002607703,0.0133750003296882,"Galeoides decadactylus",10032.6636875943,1,1,0,50,"commercial",1,3.57,"Carni.",1,"NT",102
"10133",0.228924996778369,227.733001708984,14.425,0.406174993515015,0.998899987339974,298.598683166504,286.66675491333,0.00745000008028001,0.00899999961256981,"Gerres longirostris",1432.26715491166,1,0,0,44.5,"commercial",1,3.53,"Carni.",3,"LC",10
"10198",0,9036.9833984375,49,0.382200004160404,3.54552491903305,303.917182922363,288.09596786499,0.00600000005215406,0.0120000001043081,"Barbodes semifasciolatus",18909.1906875044,1,1,0,7,"highly commercial",0,2.77,"Omni.",3,"LC",178
"10201",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apogon coccineus",672.717961801336,0,0,0,6,"commercial",1,3.5,"Carni.",2,"LC",0
"10243",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diodon hystrix",1064.31488235933,0,0,0,91,"minor commercial",1,3.61,"Carni.",2,"LC",0
"10620",0,702.642028808594,42.9,0.737950000166893,3.37759996652603,302.723497009277,286.10475769043,0.00400000018998981,0.00999999977648258,"Abudefduf sordidus",9780.69688604187,0,1,1,24,"minor commercial",1,3.24,"Carni.",2,"LC",63
"10621",0,2578.76489257812,17.75,0.497950002551079,1.27820000648499,301.225358581543,289.05359954834,0.00300000002607703,0.00600000005215406,"Abudefduf taurus",2318.82525798245,0,1,1,25,"minor commercial",1,2.61999988555908,"Omni.",1,"LC",27
"10623",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alectis ciliaris",367.95623878562,0,0,0,150,"minor commercial",1,3.56,"Carni.",2,"LC",0
"10625",0,2607.14404296875,44,0.457600003480911,3.3289999961853,303.545404052734,297.619390869141,0.0036000001244247,0.00499999988824129,"Aluterus schoepfii",2654.1615691872,0,0,0,61,"subsistence fisheries",1,4,"Carni.",1,"LC",25
"10626",0,7714.2119140625,36.35,0.319850012660027,2.07760008573532,302.866533660889,286.150089263916,0.00300000002607703,0.00899999961256981,"Amphilius krefftii",19546.8753921402,NA,NA,0,NA,NA,NA,NA,NA,1,NA,194
"10627",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amphiprion frenatus",311.118944702263,0,0,0,14,"commercial",1,2.66,"Omni.",2,"LC",0
"10628",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gymnothorax vicinus",86.0271647393956,0,0,0,132,"minor commercial",1,4.2,"Carni.",NA,"LC",0
"10629",0.070099999755621,23.42799949646,26.1,0.224500000476837,1.99860002994537,310.162905883789,296.792901611328,0.00700000021606684,0.00899999961256981,"Gymnura micrura",2753.65426110022,1,0,0,137,"minor commercial",1,3.56,"Carni.",2,"NT",13
