"id_no","Qmi_2.5%","Qma_100.0%","Qzf_97.5%","Qcv_2.5%","Qcv_97.5%","Tma_97.5%","Tmi_2.5%","Tcv_2.5%","Tcv_97.5%","binomial","area","lotic","lentic","lentic_only","length","importance","marine","FoodTroph","foodtrophcat","climate_zone","code","no_cells"
"10045",0,6371.3427734375,42,0.34400000423193,3.14045007228851,304.670989990234,291.355261230469,0.00300000002607703,0.00830000028945504,"Hemiramphus brasiliensis",6918.78420651658,0,0,0,55,"minor commercial",1,2.8,"Carni.",1,"LC",75
"10046",0.0275000002235174,161.908996582031,16.2,0.851099997758865,1.27350000143051,301.111807250977,285.189801025391,0.00700000021606684,0.00999999977648258,"Hemiramphus far",1831.15851166763,0,0,0,45,"commercial",1,2.69,"Omni.",3,NA,13
"10047",1.37509999871254,8.8129997253418,0,0.190249994397163,0.36599999666214,299.803900146484,293.986999511719,0.00405000017490238,0.00499999988824129,"Herklotsichthys quadrimaculatus",1101.27338035732,0,0,0,25,"minor commercial",1,3.26999998092651,"Carni.",2,"LC",3
"10049",0.00422500019194558,9.15200042724609,9.925,1.0959250330925,1.24947500228882,302.192609405518,286.477417755127,0.00529999986756593,0.0109249999281019,"Lactoria cornuta",677.564871641111,1,0,0,46,"of no interest",1,3.5,"Carni.",2,"LC",4
"10050",0,555.129028320312,40.7,0.878599971532822,3.57070004940033,302.742492675781,297.132098388672,0.00400000018998981,0.00400000018998981,"Leptoscarus vaigiensis",1547.4721850449,0,0,0,35.2000007629395,"commercial",1,2.27,"Omni.",1,"LC",13
"10051",0,7.26300001144409,31.775,0.691000016033649,1.77475002706051,302.698652648926,281.754825592041,0.0111749999690801,0.021824999852106,"Lithognathus mormyrus",1864.93677355887,0,0,0,55,"minor commercial",1,3.53,"Carni.",2,"LC",8
"10052",0,10.6999998092651,40.05,0.748349975794554,2.67787494659424,309.024932098389,291.771131134033,0.0074750002939254,0.0120000001043081,"Lutjanus bohar",3303.30261240767,1,0,0,90,"commercial",1,3.61999988555908,"Carni.",2,"LC",20
"10053",0,555.129028320312,39,0.439400005340576,2.77299995422363,308.178198242188,281.453991699219,0.00400000018998981,0.0240000002086163,"Lutjanus fulviflamma",10747.0779845367,1,0,0,50,"commercial",1,3.89,"Carni.",1,"LC",89
"10054",0.118100003153086,1.28299999237061,25.9,0.434999985992909,0.751350018382072,310.514646911621,292.839364624023,0.0160000007599592,0.0160000007599592,"Lutjanus griseus",2048.14066684581,0,0,0,89,"commercial",1,3.88,"Carni.",2,"LC",3
"10055",0,72.7429962158203,26.875,0.568125002086163,2.04600004851818,302.376499176025,292.512882232666,0.00400000018998981,0.00899999961256981,"Lutjanus monostigma",5263.57489276299,1,0,0,60,"commercial",1,4.27,"Carni.",2,"LC",26
"10056",0,30.7679996490479,40.4,0.614199995994568,3.2155999660492,302.738189697266,290.321990966797,0.00580000001937151,0.00999999977648258,"Lutjanus rivulatus",2690.65779383912,0,0,0,80,"commercial",1,4.04,"Carni.",1,"LC",33
"10057",0,30.7679996490479,40.45,0.607599996030331,3.23179996609688,302.742839813232,290.321990966797,0.00600000005215406,0.00999999977648258,"Macroramphosus scolopax",2604.82570558153,0,0,0,20,"commercial",1,3.47,"Carni.",1,"LC",32
"10058",0.0750000000000001,63.5779991149902,13.3,1.12610004544258,1.22109995484352,299.508088684082,283.12209777832,0.0149999996647239,0.0159500007051975,"Micropterus henshalli",387.865927449787,1,0,0,NA,NA,NA,NA,NA,3,"LC",3
"10059",0.0168000002391636,190.13200378418,25.425,0.88427502065897,1.6855499625206,298.348173522949,282.917896270752,0.00735000011045486,0.0109999999403954,"Osteomugil cunnesius",588.19990316498,1,0,0,41,"commercial",1,2.41,"Omni.",3,NA,8
"10060",0,120.692001342773,41.575,0.926799984276295,2.21195005178452,301.067053222656,286.507601928711,0.00685000019147992,0.00999999977648258,"Muraenesox bagio",1581.41071012483,1,0,0,200,"commercial",1,3.99,"Carni.",3,"LC",18
"10061",0,120.692001342773,41.075,0.839124979823828,2.50912494659424,308.981275177002,286.603610229492,0.00692500020377338,0.0120000001043081,"Muraenesox cinereus",4188.35467895879,1,1,0,220,"highly commercial",1,4.38,"Carni.",2,"LC",38
"10062",0,246.975006103516,18.25,0.78415000140667,1.28340001106262,300.665985107422,288.979200744629,0.00300000002607703,0.00300000002607703,"Myrichthys ocellatus",2061.63398433433,0,0,0,110,"commercial",1,3.66,"Carni.",1,"LC",23
"10063",0.116000001318753,37.9370002746582,6.425,0.409625010192394,0.779149982333183,300.731442260742,293.511735534668,0.00245000011636876,0.00400000018998981,"Myripristis jacobus",860.540719979983,0,0,0,25,"minor commercial",1,3.63,"Carni.",1,"LC",10
"10066",0.000600000005215406,17.1000003814697,37,0.267199993133545,2.97839999198914,310.801611328125,293.986999511719,0.00400000018998981,0.0130000002682209,"Ostorhinchus nigrofasciatus",3477.99737709597,0,0,0,10,NA,1,3.54,"Carni.",2,"LC",9
"10067",0,30.4729995727539,35.3,0.324700012803078,2.95070009231568,306.317987060547,292.45700378418,0.00690000019967556,0.00899999961256981,"Ostracion meleagris",3089.71827829719,0,0,0,25,"subsistence fisheries",1,2.71,"Omni.",1,"LC",37
"10068",0.00415000019129366,8.04199981689453,9.95,1.17270002961159,1.24965000152588,299.471343994141,286.429942321777,0.00904999962076545,0.0109499999321997,"Otolithes ruber",223.920384187244,1,0,0,90,"commercial",1,4.06,"Carni.",3,"LC",3
"10071",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parupeneus spilurus",367.95623878562,1,0,0,50,"commercial",1,NA,NA,2,"LC",0
"10072",0.0108999999240041,784.760986328125,39.1,0.17399999499321,2.11249997615814,300.265991210938,295.610346984863,0.0020000000949949,0.00300000002607703,"Petrocephalus arnegardi",5764.84169969557,NA,NA,0,NA,NA,NA,NA,NA,1,NA,59
"10073",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pisodonophis cancrivorus",367.95623878562,1,1,0,108,"minor commercial",1,NA,NA,2,"LC",0
"10074",0.0130499999504536,154.871002197266,34,0.91015000641346,1.76649996042252,302.156758117676,284.300146484375,0.00400000018998981,0.0106499998830259,"Plectroglyphidodon leucozonus",3257.62609274614,0,1,1,12,"of no interest",1,2,"Herbi.",2,"LC",15
"10075",0,15332.720703125,33,0.192600005865097,2.18139996528625,308.840997314453,287.902203369141,0.0020000000949949,0.0120000001043081,"Pollimyrus isidori",13379.8321601581,1,1,0,10.3000001907349,"of no interest",0,2.61,"Omni.",1,"LC",105
"10076",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polyprion americanus",2258.29441694751,0,0,0,210,"minor commercial",1,4.14,"Carni.",2,"DD",0
"10077",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pomadasys maculatus",672.717961801336,0,0,0,59.2999992370605,"commercial",1,4.04,"Carni.",2,"LC",0
"10078",0,59.4020004272461,41.15,1.0712500333786,3.01084991693497,304.670989990234,295.032196044922,0.00400000018998981,0.00715000024065375,"Pomadasys perotaei",3535.64439889571,1,0,0,36,"commercial",1,3.31,"Carni.",2,"LC",35
"10079",0,6371.3427734375,28.45,0.302374997735024,1.83492498397827,303.847991943359,296.718994140625,0.00300000002607703,0.00499999988824129,"Porogobius schlegelii",8654.73163637045,1,1,0,18.8999996185303,NA,1,2.89,"Carni.",1,"LC",92
"10080",0.000300000002607703,17.1000003814697,37.5,1.55710000991821,3.0106999874115,310.821810913086,295.860891723633,0.00939999967813492,0.0130000002682209,"Pristiapogon exostigma",3991.14644576492,0,0,0,12,NA,1,3.72,"Carni.",2,"LC",5
"10081",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pseudocaranx dentex",2626.25065573313,1,0,0,122,"commercial",1,3.66,"Carni.",2,"LC",0
"10082",0.252900006994605,61.7540016174316,16.85,0.373699997365475,1.00344999730587,302.26155090332,297.060046386719,0.00300000002607703,0.00400000018998981,"Pteroscion peli",1629.00162865826,1,0,0,32,"commercial",1,3.56,"Carni.",1,"LC",19
"10083",0.807200020551682,156.059005737305,0,0.577800005674362,0.752900016307831,301.075506591797,295.898007202148,0.00300000002607703,0.00400000018998981,"Pseudobatos lentiginosus",2483.82406564961,1,0,0,75,"subsistence fisheries",1,3.55,"Carni.",1,"VU",29
"10084",0,7.14400005340576,42.95,2.69349998235703,3.32430001497269,301.75419921875,284.120004272461,0.0072500002104789,0.0120000001043081,"Rhinobatos rhinobatos",4190.14462218611,1,0,0,185,"commercial",1,3.99,"Carni.",2,"CR",3
"10086",0,30.7679996490479,40.45,0.607599996030331,3.23179996609688,302.742839813232,290.321990966797,0.00600000005215406,0.00999999977648258,"Arothron stellatus",4674.38347693185,1,0,0,120,"of no interest",1,4.332,"Carni.",1,"LC",32
"10087",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sardinella zunasi",367.95623878562,0,0,0,18,"highly commercial",1,3.12,"Carni.",2,"LC",0
"10088",0.88360001295805,5.15000009536743,0,0.25832499191165,0.421724990010261,299.284429168701,293.986999511719,0.00400000018998981,0.00492499991087243,"Sargocentron tiereoides",342.706163848224,0,0,0,19.5,NA,1,3.55,"Carni.",1,"LC",4
"10089",0,2538.38403320312,21,0.395000010728836,1.42400002479553,301.247985839844,289.313995361328,0.00300000002607703,0.00600000005215406,"Scartella cristata",3608.42972099439,0,1,1,12,"of no interest",1,3.24,"Carni.",1,"LC",41
"10090",0.0764499999582767,154.871002197266,3.4,1.40454996228218,1.76274996399879,302.203761291504,294.608209228516,0.00400000018998981,0.00585000002756715,"Sebastapistes strongia",3131.15791715408,0,0,0,9.5,"of no interest",1,NA,NA,2,"LC",7
"10091",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secutor insidiator",367.95623878562,NA,NA,0,NA,NA,NA,NA,NA,2,NA,0
"10092",0,18.1630001068115,34.475,0.924700005352497,1.90465005338192,300.913578033447,273.843952178955,0.00452500019455329,0.0230750003829598,"Seriola lalandi",641.404286577873,1,0,0,250,"minor commercial",1,3.85,"Carni.",3,"LC",8
"10093",0,10.6999998092651,40.05,0.748349975794554,2.67787494659424,309.024932098389,291.771131134033,0.0074750002939254,0.0120000001043081,"Siganus spinus",2606.94396883396,0,0,0,28,"minor commercial",1,2.04,"Herbi.",2,"LC",20
"10095",0,246.975006103516,18.25,0.78415000140667,1.28340001106262,300.665985107422,288.979200744629,0.00300000002607703,0.00300000002607703,"Sphyraena barracuda",4202.19985411454,0,0,0,200,"minor commercial",1,4.5,"Carni.",2,"LC",23
"10096",0.00954999998211862,3.95099997520447,41,0.757849970459938,3.07109997272491,304.113345336914,294.104037475586,0.0060500000603497,0.00700000021606684,"Sphyrna lewini",1666.043306158,0,0,0,430,"commercial",1,4.5,"Carni.",2,"CR",3
"10097",0.0628000020980835,968.044006347656,9.00000000000001,0.0582000002264976,1.00720000267029,303.757000732422,294.601202392578,0.00400000018998981,0.00800000037997961,"Synaptura cadenati",3431.1758711232,0,0,0,35,"commercial",1,NA,NA,2,NA,17
"10098",0.0514250004664063,37.9370002746582,7.45,0.412875010073185,1.05862502902746,301.006988525391,293.540785217285,0.00227500007604249,0.00400000018998981,"Trachinocephalus myops",5925.94074006477,0,0,0,32.5999984741211,"minor commercial",1,4.17,"Carni.",2,"LC",12
"10099",0,555.129028320312,40.7,0.878599971532822,3.57070004940033,302.742492675781,297.132098388672,0.00400000018998981,0.00400000018998981,"Thalassoma hardwicke",1547.4721850449,0,0,0,25,"minor commercial",1,3.5,"Carni.",1,"LC",13
"10100",0,14.2270002365112,40.875,2.70380009412765,3.00019990205765,315.46167755127,293.680850982666,0.0131000002846122,0.0169000009074807,"Thunnus obesus",2891.19533284866,0,0,0,250,"highly commercial",1,4.48,"Carni.",2,"VU",2
"10101",1.05484999977052,36454.14453125,4.40000000000001,0.268850003182888,1.12869997322559,303.336602783203,291.466046142578,0.00300000002607703,0.00554999997839332,"Trachinotus falcatus",1633.14183568944,1,0,0,122,"commercial",1,3.5,"Carni.",1,"LC",19
"10102",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trachinotus goodei",329.901877747454,0,0,0,50,"minor commercial",1,NA,NA,2,"LC",0
"10103",0,6371.3427734375,30.55,0.318775004148483,1.83132504820824,303.121771240234,287.250159454346,0.00300000002607703,0.0140000004321337,"Trachinotus goreensis",6246.60437977979,0,0,0,60,"minor commercial",1,NA,NA,1,"LC",70
"10104",0.0219999998807907,3.82399988174438,9,1.12999999523163,1.12999999523163,298.643005371094,288.567993164062,0.00899999961256981,0.00899999961256981,"Trachurus trachurus",74.8674870249691,0,0,0,70,"highly commercial",1,4.18,"Carni.",3,"VU",1
"10105",0.170799995213747,227.733001708984,19.9,0.375200000405312,1.09039998054504,302.236297607422,286.890005493164,0.00300000002607703,0.00899999961256981,"Trichiurus lepturus",2735.92952366797,0,0,0,234,"highly commercial",1,4.36,"Carni.",1,"LC",29
"10106",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zalieutes elater",302.984366570295,0,0,0,15,NA,1,3.97,"Carni.",2,"LC",0
"10107",0.0575000010430813,647.010009765625,7,0.344999998807907,1.00350001454353,301.125991821289,293.671508789062,0.0020000000949949,0.00400000018998981,"Awaous lateristriga",1806.97950390392,1,1,0,13.9799995422363,NA,0,NA,NA,1,"LC",21
"10108",0.00497500019846484,252.341003417969,24.85,0.730699981749058,1.24772500991821,299.319274902344,285.116147613525,0.00832500013057142,0.0109999999403954,"Bathygobius laddi",1039.12676006229,0,0,0,5,NA,1,NA,NA,3,"LC",14
"10109",0,1667.74096679688,41,0.472249999642372,2.95399990677834,304.670989990234,295.395999908447,0.00400000018998981,0.00700000021606684,"Batrachoides liberiensis",5078.32084620862,1,0,0,46,"minor commercial",1,3.67,"Carni.",1,"LC",46
"10110",0,6371.3427734375,23.575,0.338000003248453,1.6487250328064,302.489990234375,289.371349334717,0.00300000002607703,0.0064500001259148,"Brachydeuterus auritus",6155.23946388002,0,0,0,30,"highly commercial",1,3.03,"Carni.",1,"NT",72
"10111",0.0294000007212162,14366.2666015625,32,0.182199996709824,2.05949995517731,301.933990478516,293.00129699707,0.0020000000949949,0.00499999988824129,"Bryconaethiops yseuxi",26202.737826116,NA,NA,0,NA,NA,NA,NA,NA,1,NA,285
"10112",0,30.7679996490479,40.1,0.653799995779991,3.11839996576309,302.710289001465,283.280586242676,0.00600000005215406,0.0109999999403954,"Caranx heberi",3118.34397025337,1,0,0,88,"minor commercial",1,4,"Carni.",1,"LC",39
"10113",0,9.33300018310547,47,1.07120000123978,2.1617999792099,306.320190429688,283.853091430664,0.00899999961256981,0.0160000007599592,"Carassius carassius",2739.39719099348,1,1,0,64,"highly commercial",0,3.11,"Carni.",2,"LC",13
"10115",0,25.1700000762939,33.55,0.653175002336502,1.75845000743866,306.397078704834,280.530249786377,0.0232250000815839,0.0240000002086163,"Centriscus scutatus",806.981412976535,0,0,0,17,"commercial",1,NA,NA,2,"LC",10
"10117",0.00415000019129366,8.04199981689453,9.95,1.17270002961159,1.24965000152588,299.471343994141,286.429942321777,0.00904999962076545,0.0109499999321997,"Chaetodon auriga",4262.10564293282,1,0,0,25,"minor commercial",1,3.51,"Carni.",2,"LC",3
"10118",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaetodon melannotus",3133.87265370966,1,0,0,25,"commercial",1,3.47,"Carni.",2,"LC",0
"10119",0.488100007176399,10.9809999465942,0,0.396699993312359,0.976199978590012,296.462109375,291.872711181641,0.00400000018998981,0.00400000018998981,"Chlorurus bleekeri",255.723275230169,1,0,0,49,"minor commercial",1,2,"Herbi.",1,"LC",3
"10120",0,7559.7177734375,39.825,0.348074997216463,2.57877490520477,302.670989990234,287.477266693115,0.00300000002607703,0.00899999961256981,"Clarias laeviceps",16515.7670695964,1,1,0,NA,NA,NA,NA,NA,1,"VU",168
"10121",0,555.129028320312,45.25,0.846499986946583,3.44237503409386,302.734619140625,288.541118621826,0.00400000018998981,0.00999999977648258,"Conger cinereus",1847.31161376729,0,0,0,140,"commercial",1,4.34,"Carni.",1,"LC",16
"10122",0,2334.09692382812,42,0.462499982118607,3.14090003967285,304.670989990234,291.758193969727,0.00300000002607703,0.00929999966174364,"Cynoglossus senegalensis",5926.75766163642,1,0,0,66.5,"commercial",1,3.62,"Carni.",1,"NT",69
"10123",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemitrygon akajei",367.95623878562,1,0,0,200,"commercial",1,3.84,"Carni.",2,"NT",0
"10124",0.0764499999582767,154.871002197266,3.4,1.40454996228218,1.76274996399879,302.203761291504,294.608209228516,0.00400000018998981,0.00585000002756715,"Dendrochirus brachypterus",1270.59262971051,0,0,0,17,"subsistence fisheries",1,3.5,"Carni.",2,"LC",7
"10125",0,183.660003662109,39.075,0.41224998831749,2.60777500271797,302.298616027832,280.062797546387,0.00400000018998981,0.0179999992251396,"Diplodus capensis",9781.00834861649,1,1,0,45,"minor commercial",1,2.7,"Omni.",2,"LC",78
"10126",0,247.15299987793,28.625,1.00637502223253,1.68612499535084,302.072254180908,282.057613372803,0.00300000002607703,0.0198749995324761,"Elops senegalensis",1363.85163868896,1,0,0,90,"commercial",1,3.64,"Carni.",1,"DD",16
"10127",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Enchelycore nigricans",86.0271647393956,0,1,1,NA,NA,NA,NA,NA,NA,"LC",0
"10128",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Engraulis japonicus",367.95623878562,1,0,0,18,"highly commercial",1,2.74,"Omni.",2,"LC",0
"10129",0,61.7540016174316,31.675,0.376550003141165,1.72435002624989,302.310831451416,294.759219360352,0.00300000002607703,0.00700000021606684,"Ephippion guttifer",3427.34097514365,1,0,0,80,"commercial",1,3.55,"Carni.",1,"LC",38
"10130",0.0306749996729195,161.908996582031,10.775,0.887325000762939,1.28162499368191,301.12855758667,289.556089782715,0.00700000021606684,0.00999999977648258,"Epinephelus coioides",606.864655889656,1,0,0,120,"commercial",1,4.05,"Carni.",3,"LC",8
"10131",0,10.6999998092651,41,0.629899993538857,2.89079992771149,309.003103637695,292.170504760742,0.00700000021606684,0.0120000001043081,"Epinephelus fasciatus",18165.3676525865,0,0,0,52,"commercial",1,3.85,"Carni.",2,"LC",29
"10132",0,6371.3427734375,40.5,0.363499999046326,2.78600001335144,304.670989990234,286.71549987793,0.00300000002607703,0.0135000003501773,"Galeoides decadactylus",10032.6636875943,1,1,0,50,"commercial",1,3.57,"Carni.",1,"NT",101
"10133",0.228924996778369,227.733001708984,14.425,0.406174993515015,0.998899987339974,298.598683166504,286.66675491333,0.00745000008028001,0.00899999961256981,"Gerres longirostris",1432.26715491166,1,0,0,44.5,"commercial",1,3.53,"Carni.",3,"LC",10
"10198",0,9036.9833984375,49,0.382200004160404,3.54552491903305,303.643473052978,288.09596786499,0.00600000005215406,0.0120000001043081,"Barbodes semifasciolatus",18909.1906875044,1,1,0,7,"highly commercial",0,2.77,"Omni.",3,"LC",178
"10201",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apogon coccineus",672.717961801336,0,0,0,6,"commercial",1,3.5,"Carni.",2,"LC",0
"10243",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diodon hystrix",1064.31488235933,0,0,0,91,"minor commercial",1,3.61,"Carni.",2,"LC",0
"10620",0,555.129028320312,42.9,0.69064998626709,3.37759996652603,302.733837890625,286.10475769043,0.00400000018998981,0.00999999977648258,"Abudefduf sordidus",9780.69688604187,0,1,1,24,"minor commercial",1,3.24,"Carni.",2,"LC",63
"10621",0,2538.38403320312,17.75,0.496549999713898,1.27820000648499,301.225358581543,289.05359954834,0.00300000002607703,0.00600000005215406,"Abudefduf taurus",2318.82525798245,0,1,1,25,"minor commercial",1,2.61999988555908,"Omni.",1,"LC",27
"10623",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alectis ciliaris",367.95623878562,0,0,0,150,"minor commercial",1,3.56,"Carni.",2,"LC",0
"10625",0,1667.74096679688,20.85,0.398174998909235,1.53584995567799,303.57455368042,298.146562194824,0.00357500012032688,0.00499999988824129,"Aluterus schoepfii",2654.1615691872,0,0,0,61,"subsistence fisheries",1,4,"Carni.",1,"LC",24
"10626",0,7714.2119140625,36.4,0.319400012493134,2.08040008544922,302.867608642578,286.124389648438,0.00300000002607703,0.00899999961256981,"Amphilius krefftii",19546.8753921402,NA,NA,0,NA,NA,NA,NA,NA,1,NA,193
"10627",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amphiprion frenatus",311.118944702263,0,0,0,14,"commercial",1,2.66,"Omni.",2,"LC",0
"10628",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gymnothorax vicinus",86.0271647393956,0,0,0,132,"minor commercial",1,4.2,"Carni.",NA,"LC",0
"10629",0.070099999755621,23.42799949646,26.1,0.224500000476837,1.99860002994537,310.162905883789,296.792901611328,0.00700000021606684,0.00899999961256981,"Gymnura micrura",2753.65426110022,1,0,0,137,"minor commercial",1,3.56,"Carni.",2,"NT",13
